,id,url,title,description,release_type,dev_url,category,dev_center,email,overview,os
477,MFS-33284-1,https://software.nasa.gov/software/MFS-33284-1,Python Polarimetric Radar Beam Blockage Calculation (PyBlock),"This Python package will calculate beam blockage in polarimetric weather radar data using the specific differential phase (KDP) and fully self-consistent (FSC) methods of Timothy J. Lang et al. (2009; J. Atmos. Oceanic Technol.). This information can be used to correct the radar data when the radar beams intersect objects like trees, buildings, and mountains.",Open Source,https://github.com/nasa/PyBlock,"Environmental Science (Earth, Air, Space, Exoplanet)",Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"This Python package will calculate beam blockage in polarimetric weather radar data using the specific differential phase (KDP) and fully self-consistent (FSC) methods of Timothy J. Lang et al. (2009; J. Atmos. Oceanic Technol.). This information can be used to correct the radar data when the radar beams intersect objects like trees, buildings, and mountains.","Mac, Linux, and Windows"
478,GSC-17162-1,https://software.nasa.gov/software/GSC-17162-1,Open GeoSocial Consumer Application,"This software interface provides a social and collaborative environment to allow end-users such as GEOSS users to discover, visualize, and access Earth Science information on demand from simple browsers and allow them to share the resulting products with their friends and/or Community of Interest through social networks.",Open Source,http://opensource.gsfc.nasa.gov/projects/gsca/index.php,Data Servers Processing and Handling,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"This software interface provides a social and collaborative environment to allow end-users such as GEOSS users to discover, visualize, and access Earth Science information on demand from simple browsers and allow them to share the resulting products with their friends and/or Community of Interest through social networks.",
479,GSC-15874-1,https://software.nasa.gov/software/GSC-15874-1,Goddard Satellite Data Simulation Unit,"The Goddard Satellite Data Simulation Unit (SDSU) is a comprehensive unified system of multi-sensor satellite instrumental simulators. Skill of weather forecasting models can be evaluated in terms of satellite-observed multi-sensor radiance levels. Alternatively, the remote sensing community can more readily utilize atmospheric model simulations to develop and test their retrieval algorithms for application of Earth science.",Open Source,http://opensource.gsfc.nasa.gov/projects/G-SDSU/,Design and Integration Tools,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The Goddard Satellite Data Simulation Unit (SDSU) is a comprehensive unified system of multi-sensor satellite instrumental simulators. Skill of weather forecasting models can be evaluated in terms of satellite-observed multi-sensor radiance levels. Alternatively, the remote sensing community can more readily utilize atmospheric model simulations to develop and test their retrieval algorithms for application of Earth science.",
480,LAR-17262-1,https://software.nasa.gov/software/LAR-17262-1,RANSTEP - Reduced Order Analysis Using A Nonlinear STiffness Evaluation Procedure,"A new implementation of reduced order finite-element-based analysis for solving geometrically nonlinear random vibration problems of complex structures has been developed. The implementation is given the acronym RANSTEP for Reduced order Analysis using a Nonlinear STiffness Evaluation Procedure. The nonlinear stiffness evaluation procedure allows computation of otherwise inaccessible modal nonlinear stiffness terms from commercial finite element programs. Some operations are performed outside the commercial codes and utilize in-house developed FORTRAN codes. Additionally Direct Matrix Abstraction Program (DMAP) alters and PYTHON scripts are used to facilitate implementations written about MSC.NASTRAN and ABAQUS, respectively. Two solutions procedures of different fidelity and computational cost are offered in each implementation. They are equivalent linearization and time numerical simulation. Aerospace uses include aircraft and spacecraft structural analysis.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-17262-1,Structures and Mechanisms,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"A new implementation of reduced order finite-element-based analysis for solving geometrically nonlinear random vibration problems of complex structures has been developed. The implementation is given the acronym RANSTEP for Reduced order Analysis using a Nonlinear STiffness Evaluation Procedure. The nonlinear stiffness evaluation procedure allows computation of otherwise inaccessible modal nonlinear stiffness terms from commercial finite element programs. Some operations are performed outside the commercial codes and utilize in-house developed FORTRAN codes. Additionally Direct Matrix Abstraction Program (DMAP) alters and PYTHON scripts are used to facilitate implementations written about MSC.NASTRAN and ABAQUS, respectively. Two solutions procedures of different fidelity and computational cost are offered in each implementation. They are equivalent linearization and time numerical simulation. Aerospace uses include aircraft and spacecraft structural analysis.",Windows Only
481,LEW-19463-1,https://software.nasa.gov/software/LEW-19463-1,SCaN Optical Link Assessment Tool Version 3,"A calculation procedure has been designed and implemented in software that enables the specification and design of a space-based optical communications system. The resulting optical link budget essentially accounts for the communication power flow through the entire optical communications channel from the transmitter to the receiver and yields design specifications for the optical system necessary to assure reliable data transmission with desired operational metrics such as data rate, link margin, etc. The link assessment tool takes into account all the sources of deleterious noise that enters into the communications process such as electronically generated noise in the optical detector and stray optical irradiance from external sources. The link budget has the capability of being interfaced with the orbital element calculations of the Satellite Tool Kit (STK) to allow the dynamic description and evolution of optical link operation from any space-borne satellite within the solar system to and from the earth. The current version implements PPM and DPSK modulation types that can use PIN, APD, or nanowire optical detectors in the presence of atmospheric turbulence. Coded and un-coded link power margins are provided. This version of the tool also has the ability 1) to solve for prevailing potential data rates given a desired optical power link margin and 2) treat the spatial separations of optical link transmitter and receiver within thefirst Fresnel zone.",U.S. Release Only,https://software.nasa.gov/request-form/LEW-19463-1,Design and Integration Tools,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,"A calculation procedure has been designed and implemented in software that enables the specification and design of a space-based optical communications system. The resulting optical link budget essentially accounts for the communication power flow through the entire optical communications channel from the transmitter to the receiver and yields design specifications for the optical system necessary to assure reliable data transmission with desired operational metrics such as data rate, link margin, etc. The link assessment tool takes into account all the sources of deleterious noise that enters into the communications process such as electronically generated noise in the optical detector and stray optical irradiance from external sources. The link budget has the capability of being interfaced with the orbital element calculations of the Satellite Tool Kit (STK) to allow the dynamic description and evolution of optical link operation from any space-borne satellite within the solar system to and from the earth. The current version implements PPM and DPSK modulation types that can use PIN, APD, or nanowire optical detectors in the presence of atmospheric turbulence. Coded and un-coded link power margins are provided. This version of the tool also has the ability 1) to solve for prevailing potential data rates given a desired optical power link margin and 2) treat the spatial separations of optical link transmitter and receiver within thefirst Fresnel zone.",
482,LAR-18745-1,https://software.nasa.gov/software/LAR-18745-1,Low Fidelity Space Systems Analysis Tools-Fission Power Sizing Tool,"The system uses lifetime, chosen archetype and EOL power demand to determine the mass and power characteristics of a fission power system.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-18745-1,Design and Integration Tools,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The system uses lifetime, chosen archetype and EOL power demand to determine the mass and power characteristics of a fission power system.",
483,LAR-18736-1,https://software.nasa.gov/software/LAR-18736-1,Low Fidelity Space Systems Analysis Tools-Orbiter Sizing Tool,"This tool sizes rough orbiter buses that include avionics, science payloads (user choice) and a scientific mass fraction and produces a baseball card for presentation.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-18736-1,Design and Integration Tools,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"This tool sizes rough orbiter buses that include avionics, science payloads (user choice) and a scientific mass fraction and produces a baseball card for presentation.",
484,LEW-18624-1,https://software.nasa.gov/software/LEW-18624-1,Commercial Modular Aero-Propulsion System Simulation 40k (C-MAPSS40k),"Developed in the MATLAB/Simulink environment, C-MAPSS40k is a high-fidelity transient simulation of a generic commercial turbofan engine with a 40,000-pound thrust. The nonlinear physics-based component-level model operates up to Mach 0.8 over a wide ambient temperature range and executes faster than real time. The model can be run from the command line or by using a graphical user interface.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/LEW-18624-1,Propulsion,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,"Developed in the MATLAB/Simulink environment, C-MAPSS40k is a high-fidelity transient simulation of a generic commercial turbofan engine with a 40,000-pound thrust. The nonlinear physics-based component-level model operates up to Mach 0.8 over a wide ambient temperature range and executes faster than real time. The model can be run from the command line or by using a graphical user interface.",
485,GSC-17829-1,https://software.nasa.gov/software/GSC-17829-1,Perl6 Eredis Bindings Module,Perl 6 bindings and modules for interacting with the Eulerian Technologies Eredis library (https://github.com/EulerianTechnologies/eredis) for interacting with the Redis database system.,Open Source,https://github.com/CurtTilmes/perl6-eredis,Data Servers Processing and Handling,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,Perl 6 bindings and modules for interacting with the Eulerian Technologies Eredis library (https://github.com/EulerianTechnologies/eredis) for interacting with the Redis database system.,Linux
486,LEW-19522-1,https://software.nasa.gov/software/LEW-19522-1,Tool For Generation Of MAC/GMC Representative Unit Cell For CMC/PMC Analysis,"This is a Graphics user interface (GUI) based tool that generates a number of different user-defined repeating unit cells (RUCs) interactively that can be used in conjunction with the composite micromechanics based analysis tool MAC GMC and HF GMC.In addition, the code has provisions for generation of a MAC/GMC-compatible input text file that can be merged with any MAC/GMC input file tailored to analyze composite materials. Although the primary intention was to address the three different constituents and phases that are usually present in CMCsnamely, fibers, matrix, and interphaseit can be easily modified to address two-phase polymer matrix composite (PMC) materials where an interphase is absent. Currently, the tool capability includes generation of RUCs for square packing, hexagonal packing, and random fiber packing as well as RUCs based on actual composite micrographs. All these options have the fibers modeled as having a circular cross-sectional area. In addition, a simplified version of RUC is provided where the fibers are treated as having a square cross section and are distributed randomly.",U.S. Release Only,https://software.nasa.gov/request-form/LEW-19522-1,Structures and Mechanisms,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,"This is a Graphics user interface (GUI) based tool that generates a number of different user-defined repeating unit cells (RUCs) interactively that can be used in conjunction with the composite micromechanics based analysis tool MAC GMC and HF GMC.In addition, the code has provisions for generation of a MAC/GMC-compatible input text file that can be merged with any MAC/GMC input file tailored to analyze composite materials. Although the primary intention was to address the three different constituents and phases that are usually present in CMCsnamely, fibers, matrix, and interphaseit can be easily modified to address two-phase polymer matrix composite (PMC) materials where an interphase is absent. Currently, the tool capability includes generation of RUCs for square packing, hexagonal packing, and random fiber packing as well as RUCs based on actual composite micrographs. All these options have the fibers modeled as having a circular cross-sectional area. In addition, a simplified version of RUC is provided where the fibers are treated as having a square cross section and are distributed randomly.","Apple iOS, Windows"
487,LAR-19127-1,https://software.nasa.gov/software/LAR-19127-1,FAULT (Flood Analysis Utilizing Landsat And ArcMap Tools),"During this project, an automated script was generated that performs high-level flood analysis to relieve work load for end-users. The script incorporated Landsat 8 Operational Land Imager (OLI) tiles and utilized computer-learning techniques to generate accurate water extent maps. The script referenced the Moderate Resolution Imaging Spectroradiometer (MODIS) land-water mask, to isolate areas of flood induced waters. These areas were overlaid onto the National Land Cover Databases (NLCD) land cover data, the Oak Ridge National Laboratorys LandScan data, and Homeland Infrastructure Foundation-Level Data (HIFLD) to determine the classification of areas impacted and the population density affected by flooding.",Open Source,https://github.com/NASA-DEVELOP/FAULT,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"During this project, an automated script was generated that performs high-level flood analysis to relieve work load for end-users. The script incorporated Landsat 8 Operational Land Imager (OLI) tiles and utilized computer-learning techniques to generate accurate water extent maps. The script referenced the Moderate Resolution Imaging Spectroradiometer (MODIS) land-water mask, to isolate areas of flood induced waters. These areas were overlaid onto the National Land Cover Databases (NLCD) land cover data, the Oak Ridge National Laboratorys LandScan data, and Homeland Infrastructure Foundation-Level Data (HIFLD) to determine the classification of areas impacted and the population density affected by flooding.",
488,SSC-00321,https://software.nasa.gov/software/SSC-00321,Phenological Parameters Estimation Tool (PPET),"The Phenological Parameters Estimation Tool (PPET) is a set of algorithms implemented in MATLAB that estimates key vegetative phenological parameters. For a given year, the PPET software package takes in temporally processed vegetation index data (3-D spatio-temporal arrays) generated by the Time Series Product Tool (TSPT) and outputs spatial grids (2-D arrays) of vegetation phenological parameters. As a precursor to PPET, the TSPT uses quality information for each pixel of each date to remove bad or suspect data, and then interpolates and digitally filters the time series to produce a continuous, smoothed vegetation index product in which data voids are eliminated. Both the TSPT and PPET use Moderate Resolution Imaging Spectroradiometer (MODIS) satellite multi-spectral data as a default, but each software package is easily modifiable and could be used with any high-temporal-rate remote sensing system that is capable of producing vegetation indices. Unlike other known plant phenological parameter estimation software, the PPET produces not only common phenological parameters but also real-time and custom parameters without a priori assumptions about the shape of the phenological cycle. Common phenological parameters, like those produced in PPET, are associated with the annual vegetation growth cycle. They quantitatively describe vegetative states related to annual cyclical growing seasons, such as green-up, maturity, senescence, and dormancy, by analyzing the temporal shape of given vegetation index time series. The real-time phenological and custom parameters are formed from a cumulative sum (integral) produced at a fixed temporal interval. In addition, a cumulative vegetation index and time-specific/pest-specific phenological parameters can be designed to optimize the detection of vegetation damage from specific pests and diseases. These problem-specific phenological parameters have the potential to be integrated into near real-time, predictive surveillance systems (i.e. early warning systems) and, with improved vegetative state information, could assist decision makers in making intelligent vegetation and associated land resource management choices. MATLAB, MATLAB Runtime Library and ERDAS IMAGINE are required to run the software.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/SSC-00321,"Environmental Science (Earth, Air, Space, Exoplanet)",Stennis Space Center,mailto:ssc-technology@nasa.gov,"The Phenological Parameters Estimation Tool (PPET) is a set of algorithms implemented in MATLAB that estimates key vegetative phenological parameters. For a given year, the PPET software package takes in temporally processed vegetation index data (3-D spatio-temporal arrays) generated by the Time Series Product Tool (TSPT) and outputs spatial grids (2-D arrays) of vegetation phenological parameters. As a precursor to PPET, the TSPT uses quality information for each pixel of each date to remove bad or suspect data, and then interpolates and digitally filters the time series to produce a continuous, smoothed vegetation index product in which data voids are eliminated. Both the TSPT and PPET use Moderate Resolution Imaging Spectroradiometer (MODIS) satellite multi-spectral data as a default, but each software package is easily modifiable and could be used with any high-temporal-rate remote sensing system that is capable of producing vegetation indices.Unlike other known plant phenological parameter estimation software, the PPET produces not only common phenological parameters but also real-time and custom parameters without a priori assumptions about the shape of the phenological cycle. Common phenological parameters, like those produced in PPET, are associated with the annual vegetation growth cycle. They quantitatively describe vegetative states related to annual cyclical growing seasons, such as green-up, maturity, senescence, and dormancy, by analyzing the temporal shape of given vegetation index time series. The real-time phenological and custom parameters are formed from a cumulative sum (integral) produced at a fixed temporal interval. In addition, a cumulative vegetation index and time-specific/pest-specific phenological parameters can be designed to optimize the detection of vegetation damage from specific pests and diseases. These problem-specific phenological parameters have the potential to be integrated into near real-time, predictive surveillance systems (i.e. early warning systems) and, with improved vegetative state information, could assist decision makers in making intelligent vegetation and associated land resource management choices.MATLAB, MATLAB Runtime Library and ERDAS IMAGINE are required to run the software.",Windows
489,GSC-17570-1,https://software.nasa.gov/software/GSC-17570-1,Goddard Mission Services Evolution Center (GMSEC) Core 4.0,"The GMSEC architecture is a comprehensive flight and ground system architecture that spans the full mission lifecycle. Software components use the GMSEC Architecture API to connect to a middleware software messaging bus that in turn is responsible for message routing and delivery. The API and middleware combine to free the components from having to know where other components exist and what data they need. The API combined with the GMSEC message standards allow a component to be GMSEC-compliant and help it achieve plug and-play capability. Using standard messages for functionality helps the GMSEC environment achieve the goal of application interchangeability, where standardized components can be easily exchanged without affecting other GMSEC components.",Open Source,https://sourceforge.net/projects/gmsec/,Operations,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The GMSEC architecture is a comprehensive flight and ground system architecture that spans the full mission lifecycle. Software components use the GMSEC Architecture API to connect to a middleware software messaging bus that in turn is responsible for message routing and delivery. The API and middleware combine to free the components from having to know where other components exist and what data they need. The API combined with the GMSEC message standards allow a component to be GMSEC-compliant and help it achieve plug and-play capability. Using standard messages for functionality helps the GMSEC environment achieve the goal of application interchangeability, where standardized components can be easily exchanged without affecting other GMSEC components.","C#, Perl, C , C, Java"
490,MFS-33225-1,https://software.nasa.gov/software/MFS-33225-1,Lightning Forecasting Algorithm (LFA),The Lightning Forecasting Algorithm (LFA) is an algorithm that may be implemented within any cloud-allowing or cloud-resolving numerical forecast model that converts gridded forecasts of updraft speeds and graupel hydrometeor mixing ratios in the mixed phase layer into gridded estimates of total lightning flash rate density.,General Public Release,https://software.nasa.gov/request-form/MFS-33225-1,"Environmental Science (Earth, Air, Space, Exoplanet)",Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,The Lightning Forecasting Algorithm (LFA) is an algorithm that may be implemented within any cloud-allowing or cloud-resolving numerical forecast model that converts gridded forecasts of updraft speeds and graupel hydrometeor mixing ratios in the mixed phase layer into gridded estimates of total lightning flash rate density.,Fortran Compatible Systems
491,MSC-26186-1,https://software.nasa.gov/software/MSC-26186-1,"HemoDose Software, Version 2.0","HemoDose estimates the absorbed dose of radiation in adults by using single or serial counts of granulocyte, lymphocyte, leukocyte, or platelet after exposure.",General Public Release,https://software.nasa.gov/request-form/MSC-26186-1,System Testing,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,"HemoDose estimates the absorbed dose of radiation in adults by using single or serial counts of granulocyte, lymphocyte, leukocyte, or platelet after exposure.",
492,LAR-19531-1,https://software.nasa.gov/software/LAR-19531-1,Femera,"Femera is an open-source finite element Mini-App, developed under LaRC's High Performance Computing Incubator (HPCI), that updates the element-by-element (EBE) matrix-free method for modern HPC architectures, The purpose of a Mini-App is to isolate the most intensive part of a code for release so it can be optimized through collaboration. This Mini-App isolates EBE iteration kernels, with tests for correctness and performance, for use across a wide range of problem sizes and HPC architectures.",Open Source,https://github.com/waggyz/femera-mini-app,Structures and Mechanisms,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"Femera is an open-source finite element Mini-App, developed under LaRC's High Performance Computing Incubator (HPCI), that updates the element-by-element (EBE) matrix-free method for modern HPC architectures, The purpose of a Mini-App is to isolate the most intensive part of a code for release so it can be optimized through collaboration. This Mini-App isolates EBE iteration kernels, with tests for correctness and performance, for use across a wide range of problem sizes and HPC architectures.",Linux
493,ARC-16564-1,https://software.nasa.gov/software/ARC-16564-1,NASA Technology Transfer System (NTTS),The NASA Technology Transfer System (NTTS) is NASA's enterprise system that captures NASA technologies. NTTS supports various technology transfer related activities and business processes.,U.S. Government Purpose Release,https://software.nasa.gov/request-form/ARC-16564-1,Data Servers Processing and Handling,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,The NASA Technology Transfer System (NTTS) is NASA's enterprise system that captures NASA technologies. NTTS supports various technology transfer related activities and business processes.,Windows and Linux
494,GSC-18012-1,https://software.nasa.gov/software/GSC-18012-1,The Parallel Fortran Logger (PFlogger),The innovation is a software logging facility that is tailored to the needs of parallel Fortran software. The facility greatly simplifies the process of logging routine messages within a scientific simulation across multiple processes in a manner that is configurable at run time. Messages can be annotated with different severity levels such that low-level diagnostic information can be generally suppressed except when desired.,Open Source,https://github.com/Goddard-Fortran-Ecosystem/pFlogger,"Environmental Science (Earth, Air, Space, Exoplanet)",Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,The innovation is a software logging facility that is tailored to the needs of parallel Fortran software. The facility greatly simplifies the process of logging routine messages within a scientific simulation across multiple processes in a manner that is configurable at run time. Messages can be annotated with different severity levels such that low-level diagnostic information can be generally suppressed except when desired.,"Linux, OS X"
495,GSC-15539-1,https://software.nasa.gov/software/GSC-15539-1,"Goddard Trajectory Determination System (GTDS), Release 2008.01",This technology addresses minor software change requests written against the 2002 release of the Goddard Trajectory Determination System.,U.S. Government Purpose Release,https://software.nasa.gov/request-form/GSC-15539-1,Aeronautics,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,This technology addresses minor software change requests written against the 2002 release of the Goddard Trajectory Determination System.,
496,ARC-15804-1A,https://software.nasa.gov/software/ARC-15804-1A,BALFIT - A Multivariate Regression Analysis Tool,"BALFIT is designed for the automated regression analysis of wind tunnel strain-gage balance calibration data. Related strain-gage balance data analysis tasks are also supported. In addition, BALFIT performs an automated regression analysis of more general multivariate data sets at a basic level.",U.S. Release Only,https://software.nasa.gov/request-form/ARC-15804-1A,Data and Image Processing,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,"BALFIT is designed for the automated regression analysis of wind tunnel strain-gage balance calibration data. Related strain-gage balance data analysis tasks are also supported. In addition, BALFIT performs an automated regression analysis of more general multivariate data sets at a basic level.",
497,ARC-15779-1A,https://software.nasa.gov/software/ARC-15779-1A,"Fully Implicit Ablation And Thermal Analysis Program, Version 3 (FIAT V3) - Unrestricted Version","FIAT v3 simulates one-dimensional thermal energy transport in a multilayer stack of isotropic materials and structures that can ablate from the front surface and decompose in depth. The implicit solution algorithm and general solution technique make the program very stable and robust for application to both robotic and crewed vehicles entering a planetary atmosphere from space. For input, the code reads material property information from a database file.",U.S. and Foreign Release,https://software.nasa.gov/request-form/ARC-15779-1A,Design and Integration Tools,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,"FIAT v3 simulates one-dimensional thermal energy transport in a multilayer stack of isotropic materials and structures that can ablate from the front surface and decompose in depth. The implicit solution algorithm and general solution technique make the program very stable and robust for application to both robotic and crewed vehicles entering a planetary atmosphere from space. For input, the code reads material property information from a database file.",All platforms
498,LAR-18710-1,https://software.nasa.gov/software/LAR-18710-1,VOCAL - Visualization Of CALIPSO,"VOCAL Is a visualization software tool designed for the CALIPSO satellite. VOCAL offers an easy to use GUI interface that allows users to open CALIPSO data, and visualize that data on a plot for the user. Users can then use a number of tools to select area's of the plot by drawing 'shapes' around those areas, and label shapes with attributes and notes. Shapes can be exported to a backend database which can serve as a centralized point for researchers to share data and help track and identify aerosols in the atmosphere",Open Source,https://github.com/NASA-DEVELOP/VOCAL,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"VOCAL Is a visualization software tool designed for the CALIPSO satellite. VOCAL offers an easy to use GUI interface that allows users to open CALIPSO data, and visualize that data on a plot for the user. Users can then use a number of tools to select area's of the plot by drawing 'shapes' around those areas, and label shapes with attributes and notes. Shapes can be exported to a backend database which can serve as a centralized point for researchers to share data and help track and identify aerosols in the atmosphere",
499,NPO-47237-1,https://software.nasa.gov/software/NPO-47237-1,MPS Editor,"The MPS Editor is written in Java using the Eclipse Rich Client Platform. The editor allows users to start in the early phases of development and continue on through the operations phases. It is currently built with four perspectives: the Activity Dictionary Perspective, the Project Adaptation Perspective, the Sequence Building Perspective and the Sequence Modeling Perspective. Each perspective performs a given task.The MPS editor uses the Eclipse Rich Client Platform to provide an environment that can be tailored to specific missions easily. It give them the capability to create/edit and Activity Dictionary, to build the simulation spacecraft models, to build and edit sequences of commands and to model the effect of those commands on the spacecraft.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/NPO-47237-1,Data and Image Processing,Jet Propulsion Laboratory,mailto:sra@jpl.nasa.gov,"The MPS Editor is written in Java using the Eclipse Rich Client Platform. The editor allows users to start in the early phases of development and continue on through the operations phases. It is currently built with four perspectives: the Activity Dictionary Perspective, the Project Adaptation Perspective, the Sequence Building Perspective and the Sequence Modeling Perspective. Each perspective performs a given task.The MPS editor uses the Eclipse Rich Client Platform to provide an environment that can be tailored to specific missions easily. It give them the capability to create/edit and Activity Dictionary, to build the simulation spacecraft models, to build and edit sequences of commands and to model the effect of those commands on the spacecraft.",
500,MSC-26230-1,https://software.nasa.gov/software/MSC-26230-1,TrickFMI: A Functional Mockup Interface (FMI) Standard Implementation For Trick Base Models And Simulations,This software supports Functional Mockup Interface (FMI) based model exchange with Trick based simulations.,Open Source,https://github.com/nasa/TrickFMI,Data and Image Processing,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,This software supports Functional Mockup Interface (FMI) based model exchange with Trick based simulations.,Apple Mac OS X / Linux
501,ARC-18335-1,https://software.nasa.gov/software/ARC-18335-1,SSHIM: SSH Interruption Mitigator,SSHIM is a tool that allows remote commands operating over SSH channels to continue operation across multiple failures of the underlying channel.,Open Source,https://pkolano.github.io/projects/sshim.html,Data Servers Processing and Handling,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,SSHIM is a tool that allows remote commands operating over SSH channels to continue operation across multiple failures of the underlying channel.,Linux
502,LEW-19703-1,https://software.nasa.gov/software/LEW-19703-1,Ozone: ODE And Optimal Control Solver,"Ozone is a Python software package that facilitates the solution of ordinary differential equations (ODEs) and optimal control problems. It is unique among similar libraries because of its capability to compute derivatives of the ODEs integrated outputs with respect to parameters, initial conditions, and the time interval. This is implemented in a manner that allows Ozone-based ODE models to be integrated in larger, potentially multidisciplinary models while using adjoint-type methods to compute derivatives for the larger model. In terms of the ODE integration, Ozone adopts the general linear methods (GLM) equations, allowing it to easily support a large library of Runge-Kutta and linear multistep methods. Ozone also supports multiple integration formulations, consisting of time-marching, solver-based, and optimizer-based approaches to solving the ODE. Ozone is built on top of NASAs OpenMDAO software framework.",Open Source,https://openmdao.org/,Aeronautics,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,"Ozone is a Python software package that facilitates the solution of ordinary differential equations (ODEs) and optimal control problems. It is unique among similar libraries because of its capability to compute derivatives of the ODEs integrated outputs with respect to parameters, initial conditions, and the time interval. This is implemented in a manner that allows Ozone-based ODE models to be integrated in larger, potentially multidisciplinary models while using adjoint-type methods to compute derivatives for the larger model. In terms of the ODE integration, Ozone adopts the general linear methods (GLM) equations, allowing it to easily support a large library of Runge-Kutta and linear multistep methods. Ozone also supports multiple integration formulations, consisting of time-marching, solver-based, and optimizer-based approaches to solving the ODE. Ozone is built on top of NASAs OpenMDAO software framework.","Windows, Linux, OS X"
503,MSC-26675-1,https://software.nasa.gov/software/MSC-26675-1,TrickCAT,A Trick-based framework for writing real-time EtherCAT applications using the EC-Master driver from Acontis Technologies.,U.S. Government Purpose Release,https://software.nasa.gov/request-form/MSC-26675-1,Design and Integration Tools,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,A Trick-based framework for writing real-time EtherCAT applications using the EC-Master driver from Acontis Technologies.,Linux
504,GSC-17596-1,https://software.nasa.gov/software/GSC-17596-1,Network Management And Monitoring System For Delay- And Disruption-Tolerant Networks,"The Innovation is a software product that allows a user to manage and monitor a challenged network of remote nodes. The software provides users with information regarding the status of nodes, and users are able to send requests to the nodes and receive data back in response. The software provides Application Programming Interfaces (APIs) to allow creation of a Graphical User Interface (GUI) to provide a user with graphical views of incoming data as well as commanding functionality. Please contact opensource@gsfc.nasa.gov to obtain a copy of this code.",Open Source,https://software.nasa.gov/request-form/GSC-17596-1,Data Servers Processing and Handling,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The Innovation is a software product that allows a user to manage and monitor a challenged network of remote nodes. The software provides users with information regarding the status of nodes, and users are able to send requests to the nodes and receive data back in response. The software provides Application Programming Interfaces (APIs) to allow creation of a Graphical User Interface (GUI) to provide a user with graphical views of incoming data as well as commanding functionality.Please contact opensource@gsfc.nasa.gov to obtain a copy of this code.",
505,MFS-33071-1,https://software.nasa.gov/software/MFS-33071-1,Cryogen Storage Integrated Model (CryoSIM),CryoSIM provides input power and dry mass estimates for insulation and hardware used in in-space applications to maintain cryogens in storage. System heat load estimations and associated propellant loss masses can also be generated.,U.S. Government Purpose Release,https://software.nasa.gov/request-form/MFS-33071-1,Propulsion,Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,CryoSIM provides input power and dry mass estimates for insulation and hardware used in in-space applications to maintain cryogens in storage. System heat load estimations and associated propellant loss masses can also be generated.,Windows 7
